Component_ID,Lot_ID,Value_0h,Value_24h,Value_96h,Value_168h,Limit,Drift_0_24_per_h,Drift_24_96_per_h,Drift_96_168_per_h,Failure_Flag_168h,Failure_Time_h,RUL_at_168h,Risk
C-100254,L-106,22.216,22.225,28.493,36.122,50.0,0.00041,0.08704,0.10596,0,288,120,Normal
C-100255,L-117,17.0,17.651,24.431,33.492,50.0,0.02711,0.09417,0.12584,0,240,72,Warning
C-100256,L-106,19.71,21.24,26.006,33.922,50.0,0.06375,0.0662,0.10994,0,288,120,Normal
C-100257,L-110,17.8,17.925,20.633,24.407,50.0,0.00524,0.0376,0.05243,0,456,288,Normal
C-100258,L-107,21.046,21.499,25.974,32.091,50.0,0.01888,0.06215,0.08495,0,360,192,Normal
C-100259,L-112,17.55,18.889,25.636,36.331,50.0,0.05582,0.0937,0.14854,0,240,72,Warning
C-100260,L-104,20.422,21.541,22.987,25.645,50.0,0.04662,0.02009,0.03692,0,504,336,Normal
C-100261,L-120,16.867,17.77,20.106,25.376,50.0,0.03763,0.03244,0.07319,0,408,240,Normal
C-100262,L-119,19.36,19.898,23.472,30.314,50.0,0.02242,0.04964,0.09502,0,312,144,Normal
C-100263,L-114,21.757,21.513,24.868,29.627,50.0,-0.0102,0.0466,0.0661,0,408,240,Normal
C-100264,L-111,17.751,18.507,24.292,31.225,50.0,0.03152,0.08034,0.0963,0,288,120,Normal
C-100265,L-115,19.482,19.65,23.066,28.3,50.0,0.007,0.04745,0.0727,0,384,216,Normal
C-100266,L-110,19.793,19.955,24.518,28.607,50.0,0.00678,0.06336,0.05679,0,408,240,Normal
C-100267,L-118,17.153,17.579,20.436,23.619,50.0,0.01778,0.03967,0.04421,0,504,336,Normal
C-100268,L-102,17.816,18.472,21.623,26.535,50.0,0.02736,0.04376,0.06822,0,408,240,Normal
C-100269,L-105,17.349,18.265,21.723,27.235,50.0,0.03816,0.04804,0.07655,0,360,192,Normal
C-100270,L-110,19.873,20.801,25.18,32.539,50.0,0.03869,0.06081,0.1022,0,312,144,Normal
C-100271,L-114,20.292,21.606,27.12,35.735,50.0,0.05474,0.07659,0.11966,0,264,96,Warning
C-100272,L-115,17.941,18.59,20.722,24.99,50.0,0.02703,0.02961,0.05928,0,456,288,Normal
C-100273,L-115,21.649,21.588,24.294,28.969,50.0,-0.00256,0.03758,0.06494,0,456,288,Normal
C-100274,L-119,21.245,22.211,27.641,36.15,50.0,0.04024,0.07542,0.11819,0,264,96,Warning
C-100275,L-117,18.317,19.188,23.997,32.64,50.0,0.03631,0.06679,0.12004,0,288,120,Normal
C-100276,L-119,17.919,18.312,20.726,24.156,50.0,0.01638,0.03353,0.04763,0,504,336,Normal
C-100277,L-107,23.236,22.921,25.342,28.179,50.0,-0.01313,0.03362,0.03941,0,504,336,Normal
C-100278,L-114,19.119,19.999,26.878,37.257,50.0,0.03671,0.09554,0.14414,0,240,72,Warning
C-100279,L-114,21.566,22.221,28.206,36.402,50.0,0.02732,0.08312,0.11383,0,264,96,Warning
C-100280,L-113,20.002,20.375,25.086,31.981,50.0,0.01554,0.06543,0.09577,0,288,120,Normal
C-100281,L-113,17.411,17.839,22.592,29.37,50.0,0.01782,0.06601,0.09414,0,312,144,Normal
C-100282,L-111,18.397,18.996,21.387,26.269,50.0,0.02496,0.03322,0.06781,0,456,288,Normal
C-100283,L-109,16.696,17.665,20.565,24.794,50.0,0.04038,0.04028,0.05873,0,432,264,Normal
C-100284,L-103,19.885,20.479,25.201,33.25,50.0,0.02474,0.06559,0.11179,0,312,144,Normal
C-100285,L-103,18.501,18.12,22.041,25.883,50.0,-0.01585,0.05446,0.05336,0,432,264,Normal
C-100286,L-101,20.772,21.429,25.17,30.204,50.0,0.0274,0.05195,0.06992,0,336,168,Normal
C-100287,L-108,18.63,19.072,22.11,26.366,50.0,0.01839,0.0422,0.05911,0,408,240,Normal
C-100288,L-108,18.789,19.867,26.258,35.887,50.0,0.04492,0.08876,0.13373,0,264,96,Warning
C-100289,L-120,19.485,20.055,26.006,36.327,50.0,0.02376,0.08265,0.14334,0,240,72,Warning
C-100290,L-105,16.005,17.232,21.617,29.216,50.0,0.05114,0.0609,0.10553,0,312,144,Normal
C-100291,L-105,20.421,20.098,22.183,25.066,50.0,-0.01346,0.02895,0.04004,0,504,336,Normal
C-100292,L-101,18.489,18.799,24.273,32.605,50.0,0.01292,0.07604,0.11572,0,288,120,Normal
C-100293,L-103,18.404,18.904,21.295,25.257,50.0,0.02084,0.03321,0.05503,0,456,288,Normal
C-100294,L-114,20.304,21.661,22.968,26.631,50.0,0.05655,0.01815,0.05087,0,504,336,Normal
C-100295,L-108,19.905,20.79,24.776,31.271,50.0,0.0369,0.05536,0.0902,0,360,192,Normal
C-100296,L-113,23.997,25.122,27.241,32.274,50.0,0.04689,0.02943,0.0699,0,432,264,Normal
C-100297,L-103,18.292,18.576,22.721,27.178,50.0,0.01183,0.05758,0.0619,0,384,216,Normal
C-100298,L-116,19.237,19.647,26.585,37.492,50.0,0.0171,0.09636,0.15149,0,240,72,Warning
C-100299,L-106,19.446,20.637,27.071,38.489,50.0,0.04966,0.08936,0.15858,0,240,72,Warning
C-100300,L-102,18.567,19.439,23.336,29.438,50.0,0.03634,0.05413,0.08475,0,336,168,Normal
C-100301,L-119,20.26,21.619,25.465,32.034,50.0,0.05663,0.05341,0.09124,0,312,144,Normal
C-100302,L-108,19.992,20.453,22.891,26.836,50.0,0.01918,0.03386,0.05479,0,480,312,Normal
C-100303,L-107,21.737,21.66,24.672,28.573,50.0,-0.0032,0.04183,0.05417,0,504,336,Normal
C-100304,L-101,17.272,18.15,24.124,34.759,50.0,0.0366,0.08297,0.14771,0,240,72,Warning
C-100305,L-112,19.635,20.156,22.998,28.902,50.0,0.02172,0.03947,0.08201,0,360,192,Normal
C-100306,L-106,20.555,20.935,23.697,27.922,50.0,0.01586,0.03836,0.05868,0,408,240,Normal
C-100307,L-105,20.495,20.966,24.371,31.552,50.0,0.01962,0.0473,0.09973,0,312,144,Normal
C-100308,L-114,18.188,18.887,25.239,33.712,50.0,0.02912,0.08823,0.11768,0,264,96,Warning
C-100309,L-114,21.217,21.77,26.445,33.203,50.0,0.02303,0.06493,0.09386,0,312,144,Normal
C-100310,L-103,17.574,17.387,19.903,23.21,50.0,-0.00781,0.03495,0.04594,0,480,312,Normal
C-100311,L-103,17.85,18.544,22.88,29.887,50.0,0.02892,0.06022,0.09732,0,312,144,Normal
C-100312,L-105,16.51,17.175,20.073,25.103,50.0,0.02769,0.04025,0.06986,0,384,216,Normal
C-100313,L-116,19.653,20.084,25.183,33.804,50.0,0.01795,0.07082,0.11974,0,288,120,Normal
C-100314,L-106,18.559,18.748,21.794,28.171,50.0,0.00787,0.04231,0.08857,0,360,192,Normal
C-100315,L-109,20.601,20.383,26.984,35.752,50.0,-0.00911,0.09168,0.12177,0,264,96,Warning
C-100316,L-103,19.373,19.507,22.955,26.815,50.0,0.00558,0.04788,0.05361,0,456,288,Normal
C-100317,L-104,18.41,18.736,21.242,23.842,50.0,0.0136,0.0348,0.0361,0,504,336,Normal
C-100318,L-114,21.309,21.978,26.381,32.317,50.0,0.02788,0.06114,0.08245,0,336,168,Normal
C-100319,L-116,22.244,22.719,25.97,32.22,50.0,0.01978,0.04515,0.08681,0,360,192,Normal
C-100320,L-118,20.004,20.439,25.157,32.296,50.0,0.01811,0.06553,0.09914,0,312,144,Normal
C-100321,L-112,18.01,18.997,22.842,28.015,50.0,0.04111,0.05341,0.07184,0,336,168,Normal
C-100322,L-106,20.345,20.765,23.341,26.564,50.0,0.01749,0.03578,0.04476,0,480,312,Normal
C-100323,L-109,19.128,18.778,22.341,27.476,50.0,-0.01457,0.04948,0.07132,0,384,216,Normal
C-100324,L-104,18.618,19.311,26.587,37.802,50.0,0.02891,0.10105,0.15576,0,240,72,Warning
C-100325,L-105,21.696,22.541,27.415,32.729,50.0,0.03522,0.06769,0.0738,0,336,168,Normal
C-100326,L-110,20.576,20.445,22.552,26.574,50.0,-0.00549,0.02927,0.05586,0,480,312,Normal
C-100327,L-116,20.83,21.008,23.587,28.97,50.0,0.00743,0.03583,0.07476,0,432,264,Normal
C-100328,L-106,20.258,20.763,24.18,30.563,50.0,0.02104,0.04747,0.08865,0,336,168,Normal
C-100329,L-108,18.445,18.826,27.572,40.076,50.0,0.01589,0.12147,0.17367,0,240,72,Warning
C-100330,L-101,19.626,19.76,21.496,24.398,50.0,0.00556,0.02411,0.04031,0,504,336,Normal
C-100331,L-101,19.952,20.082,23.428,28.435,50.0,0.0054,0.04648,0.06953,0,432,264,Normal
C-100332,L-111,17.317,17.529,20.077,23.972,50.0,0.00886,0.03539,0.05409,0,432,264,Normal
C-100333,L-120,19.824,19.648,25.246,33.607,50.0,-0.00733,0.07775,0.11613,0,288,120,Normal
C-100334,L-112,18.769,19.336,23.072,29.704,50.0,0.0236,0.05189,0.09211,0,336,168,Normal
C-100335,L-101,18.467,18.373,23.302,30.892,50.0,-0.0039,0.06846,0.10542,0,312,144,Normal
C-100336,L-112,18.411,19.367,22.737,28.822,50.0,0.03983,0.04681,0.08451,0,360,192,Normal
C-100337,L-103,22.565,23.443,27.038,33.337,50.0,0.03656,0.04993,0.08748,0,336,168,Normal
C-100338,L-114,22.964,23.444,28.181,35.971,50.0,0.01996,0.0658,0.10819,0,312,144,Normal
C-100339,L-110,20.088,20.811,24.197,29.491,50.0,0.03014,0.04703,0.07352,0,360,192,Normal
C-100340,L-108,19.236,19.882,21.902,25.538,50.0,0.0269,0.02807,0.05049,0,432,264,Normal
C-100341,L-105,17.722,17.693,20.071,24.986,50.0,-0.0012,0.03302,0.06826,0,408,240,Normal
C-100342,L-104,20.802,21.065,24.247,28.101,50.0,0.01094,0.04419,0.05353,0,432,264,Normal
C-100343,L-107,17.087,18.578,24.675,34.109,50.0,0.06211,0.08468,0.13103,0,264,96,Warning
C-100344,L-110,20.42,21.224,29.039,40.421,50.0,0.03349,0.10854,0.15808,0,240,72,Warning
C-100345,L-112,17.748,18.612,21.934,27.647,50.0,0.03599,0.04615,0.07935,0,336,168,Normal
C-100346,L-114,19.378,20.005,23.022,29.505,50.0,0.02615,0.0419,0.09004,0,360,192,Normal
C-100347,L-120,19.105,20.234,21.687,26.279,50.0,0.04703,0.02019,0.06377,0,480,312,Normal
C-100348,L-101,21.406,22.752,27.248,35.128,50.0,0.05608,0.06244,0.10945,0,312,144,Normal
C-100349,L-119,18.8,19.357,23.384,28.891,50.0,0.02318,0.05594,0.07648,0,336,168,Normal
C-100350,L-112,15.49,16.028,17.596,21.441,50.0,0.0224,0.02178,0.0534,0,480,312,Normal
C-100351,L-102,22.536,22.265,27.225,33.06,50.0,-0.01132,0.06889,0.08104,0,312,144,Normal
C-100352,L-118,21.773,22.25,24.787,28.451,50.0,0.01985,0.03524,0.05089,0,456,288,Normal
C-100353,L-118,21.835,22.687,28.762,39.331,50.0,0.03552,0.08437,0.1468,0,240,72,Warning
C-100354,L-106,18.439,18.376,20.926,24.207,50.0,-0.00261,0.03542,0.04556,0,504,336,Normal
C-100355,L-104,18.193,19.359,25.719,35.887,50.0,0.04857,0.08833,0.14123,0,240,72,Warning
C-100356,L-107,17.076,17.419,19.684,22.139,50.0,0.0143,0.03145,0.0341,0,504,336,Normal
C-100357,L-117,18.778,19.351,22.388,27.23,50.0,0.02386,0.04218,0.06726,0,408,240,Normal
C-100358,L-119,17.055,17.436,19.056,22.63,50.0,0.01586,0.0225,0.04963,0,504,336,Normal
C-100359,L-106,19.663,19.901,23.838,29.345,50.0,0.0099,0.05467,0.07649,0,360,192,Normal
C-100360,L-110,19.29,19.605,22.467,26.843,50.0,0.01311,0.03975,0.06078,0,432,264,Normal
C-100361,L-115,19.865,20.988,24.626,31.776,50.0,0.04677,0.05053,0.09931,0,336,168,Normal
C-100362,L-104,18.189,17.754,20.277,23.825,50.0,-0.01812,0.03505,0.04928,0,480,312,Normal
C-100363,L-115,19.908,21.355,27.672,39.215,50.0,0.0603,0.08773,0.16032,0,240,72,Warning
C-100364,L-105,21.664,21.919,24.277,28.057,50.0,0.01065,0.03275,0.05249,0,456,288,Normal
C-100365,L-118,17.442,17.876,20.726,23.791,50.0,0.01809,0.03958,0.04257,0,480,312,Normal
C-100366,L-103,21.087,21.484,23.897,27.296,50.0,0.01654,0.03351,0.0472,0,456,288,Normal
C-100367,L-120,18.138,18.966,25.481,36.671,50.0,0.03451,0.09049,0.15543,0,240,72,Warning
C-100368,L-115,19.673,20.389,22.507,24.953,50.0,0.02983,0.02942,0.03396,0,504,336,Normal
C-100369,L-106,18.074,18.969,24.483,33.29,50.0,0.03729,0.07658,0.12233,0,264,96,Warning
C-100370,L-117,19.375,19.932,23.807,29.895,50.0,0.0232,0.05382,0.08455,0,384,216,Normal
C-100371,L-113,17.585,18.243,21.169,24.183,50.0,0.02742,0.04064,0.04185,0,480,312,Normal
C-100372,L-110,18.502,19.376,24.816,33.754,50.0,0.03642,0.07555,0.12413,0,264,96,Warning
C-100373,L-115,22.553,22.335,24.764,28.889,50.0,-0.00909,0.03374,0.0573,0,456,288,Normal
C-100374,L-114,20.358,20.478,23.499,27.435,50.0,0.00497,0.04197,0.05467,0,432,264,Normal
C-100375,L-102,19.765,20.092,22.314,25.48,50.0,0.01366,0.03086,0.04398,0,480,312,Normal
C-100376,L-105,21.103,21.999,25.934,31.737,50.0,0.03734,0.05466,0.08059,0,360,192,Normal
C-100377,L-114,21.341,21.981,24.76,30.875,50.0,0.02665,0.03861,0.08493,0,360,192,Normal
C-100378,L-109,22.099,22.419,29.465,40.259,50.0,0.01334,0.09786,0.14992,0,240,72,Warning
C-100379,L-107,15.746,16.096,18.423,21.854,50.0,0.01459,0.03231,0.04766,0,480,312,Normal
C-100380,L-111,17.76,17.927,20.846,26.141,50.0,0.00695,0.04054,0.07355,0,384,216,Normal
C-100381,L-104,20.65,21.343,24.337,29.8,50.0,0.02888,0.04158,0.07587,0,384,216,Normal
C-100382,L-120,20.59,20.266,23.692,29.079,50.0,-0.01349,0.04758,0.07482,0,360,192,Normal
C-100383,L-111,20.13,19.812,21.632,25.525,50.0,-0.01325,0.02529,0.05406,0,480,312,Normal
C-100384,L-101,19.309,19.346,26.279,35.586,50.0,0.00153,0.0963,0.12926,0,264,96,Warning
C-100385,L-110,18.094,17.87,23.091,30.182,50.0,-0.00933,0.07251,0.09849,0,312,144,Normal
C-100386,L-115,19.13,19.629,22.809,27.335,50.0,0.02082,0.04417,0.06285,0,432,264,Normal
C-100387,L-112,17.051,17.833,20.51,25.079,50.0,0.03259,0.03719,0.06346,0,408,240,Normal
C-100388,L-111,18.827,19.133,23.191,29.333,50.0,0.01272,0.05636,0.08531,0,360,192,Normal
C-100389,L-113,20.225,20.374,22.034,26.007,50.0,0.00617,0.02307,0.05517,0,480,312,Normal
C-100390,L-101,19.155,19.964,26.514,36.117,50.0,0.0337,0.09098,0.13337,0,240,72,Warning
C-100391,L-110,17.649,18.402,22.037,27.293,50.0,0.03138,0.05047,0.07301,0,384,216,Normal
C-100392,L-109,22.657,23.604,25.935,29.056,50.0,0.03948,0.03237,0.04335,0,456,288,Normal
C-100393,L-119,18.692,18.838,20.805,23.467,50.0,0.0061,0.02732,0.03697,0,504,336,Normal
C-100394,L-112,20.553,20.949,22.815,25.798,50.0,0.01648,0.02591,0.04143,0,504,336,Normal
C-100395,L-104,18.417,19.478,21.059,25.331,50.0,0.0442,0.02195,0.05934,0,456,288,Normal
C-100396,L-118,19.325,20.013,22.569,27.389,50.0,0.0287,0.0355,0.06695,0,384,216,Normal
C-100397,L-106,19.187,20.042,24.182,30.597,50.0,0.03565,0.05749,0.0891,0,336,168,Normal
C-100398,L-120,18.38,18.952,21.949,25.137,50.0,0.02383,0.04163,0.04428,0,432,264,Normal
C-100399,L-108,18.421,18.318,21.506,25.973,50.0,-0.00427,0.04428,0.06203,0,408,240,Normal
C-100400,L-117,17.663,18.689,21.437,25.454,50.0,0.04273,0.03817,0.05579,0,432,264,Normal
C-100401,L-116,20.772,20.513,22.976,27.025,50.0,-0.01079,0.03421,0.05623,0,480,312,Normal
C-100402,L-115,19.07,19.181,23.328,30.469,50.0,0.00463,0.0576,0.09918,0,312,144,Normal
C-100403,L-114,20.718,21.456,25.232,31.797,50.0,0.03077,0.05245,0.09117,0,312,144,Normal
C-100404,L-101,19.857,20.533,26.91,36.219,50.0,0.02816,0.08858,0.12928,0,240,72,Warning
C-100405,L-105,22.283,22.1,27.295,34.954,50.0,-0.0076,0.07215,0.10638,0,312,144,Normal
C-100406,L-118,20.467,20.386,23.271,26.719,50.0,-0.00338,0.04007,0.0479,0,480,312,Normal
C-100407,L-115,20.014,19.691,22.936,27.09,50.0,-0.01345,0.04506,0.0577,0,432,264,Normal
C-100408,L-110,22.297,22.575,26.157,29.259,50.0,0.01157,0.04976,0.04308,0,432,264,Normal
C-100409,L-116,21.935,22.798,27.135,33.97,50.0,0.03597,0.06023,0.09494,0,336,168,Normal
C-100410,L-114,22.513,22.959,27.216,34.354,50.0,0.0186,0.05912,0.09914,0,312,144,Normal
C-100411,L-116,19.505,20.319,25.463,32.465,50.0,0.03393,0.07144,0.09724,0,288,120,Normal
C-100412,L-111,18.73,19.316,24.107,31.49,50.0,0.02439,0.06654,0.10255,0,312,144,Normal
C-100413,L-102,19.743,20.341,22.789,27.12,50.0,0.02489,0.03401,0.06015,0,408,240,Normal
C-100414,L-109,21.338,22.064,25.643,30.827,50.0,0.03025,0.0497,0.072,0,336,168,Normal
C-100415,L-105,21.845,21.109,24.603,28.214,50.0,-0.03064,0.04852,0.05015,0,480,312,Normal
C-100416,L-118,21.878,23.01,26.166,31.526,50.0,0.04713,0.04384,0.07445,0,360,192,Normal
C-100417,L-118,18.034,18.588,23.148,29.065,50.0,0.02308,0.06334,0.08218,0,360,192,Normal
C-100418,L-105,20.704,20.964,24.023,26.998,50.0,0.01083,0.04248,0.04132,0,480,312,Normal
C-100419,L-118,18.923,19.337,22.113,25.928,50.0,0.01726,0.03856,0.05297,0,408,240,Normal
C-100420,L-107,20.936,22.144,28.551,39.038,50.0,0.0503,0.08899,0.14565,0,240,72,Warning
C-100421,L-105,17.754,18.695,20.534,23.328,50.0,0.03918,0.02555,0.03881,0,480,312,Normal
C-100422,L-106,20.982,21.398,26.566,33.658,50.0,0.01737,0.07177,0.0985,0,288,120,Normal
C-100423,L-112,19.763,20.709,25.938,34.29,50.0,0.0394,0.07262,0.11601,0,288,120,Normal
C-100424,L-105,19.308,19.278,22.162,26.105,50.0,-0.00125,0.04005,0.05477,0,432,264,Normal
C-100425,L-106,20.301,21.108,28.263,38.293,50.0,0.03363,0.09937,0.13931,0,240,72,Warning
C-100426,L-114,19.719,20.79,23.052,26.703,50.0,0.04464,0.0314,0.05071,0,480,312,Normal
C-100427,L-109,21.729,22.545,27.756,36.435,50.0,0.03401,0.07238,0.12054,0,264,96,Warning
C-100428,L-114,19.182,19.541,21.917,25.369,50.0,0.01496,0.033,0.04794,0,480,312,Normal
C-100429,L-101,18.451,18.986,23.175,28.702,50.0,0.02226,0.05819,0.07676,0,384,216,Normal
C-100430,L-102,20.446,21.782,27.866,36.884,50.0,0.05566,0.08451,0.12524,0,240,72,Warning
C-100431,L-106,19.879,21.228,26.755,35.877,50.0,0.0562,0.07677,0.12669,0,264,96,Warning
C-100432,L-108,22.27,23.339,29.355,38.548,50.0,0.04455,0.08355,0.12769,0,264,96,Warning
C-100433,L-106,19.806,20.931,22.926,26.253,50.0,0.04688,0.02771,0.04621,0,456,288,Normal
C-100434,L-108,17.533,17.482,20.67,25.861,50.0,-0.00212,0.04428,0.07209,0,408,240,Normal
C-100435,L-119,20.317,20.616,25.5,33.06,50.0,0.01248,0.06783,0.105,0,288,120,Normal
C-100436,L-110,19.849,20.079,22.94,26.109,50.0,0.00958,0.03973,0.04402,0,480,312,Normal
C-100437,L-112,19.003,20.401,23.433,29.726,50.0,0.05825,0.04211,0.08741,0,336,168,Normal
C-100438,L-116,17.566,17.738,22.894,30.988,50.0,0.00715,0.07161,0.11242,0,288,120,Normal
C-100439,L-104,19.505,19.785,27.556,38.623,50.0,0.01167,0.10794,0.1537,0,240,72,Warning
C-100440,L-103,21.764,22.662,29.368,38.18,50.0,0.03742,0.09314,0.1224,0,264,96,Warning
C-100441,L-109,19.283,19.241,21.317,25.106,50.0,-0.00174,0.02883,0.05262,0,504,336,Normal
C-100442,L-113,17.183,17.639,21.936,27.743,50.0,0.01902,0.05968,0.08065,0,336,168,Normal
C-100443,L-110,20.077,21.103,23.844,28.777,50.0,0.04274,0.03807,0.06851,0,384,216,Normal
C-100444,L-103,18.933,19.766,25.234,33.253,50.0,0.03471,0.07595,0.11137,0,288,120,Normal
C-100445,L-113,18.412,18.62,20.468,23.689,50.0,0.00865,0.02567,0.04474,0,504,336,Normal
C-100446,L-119,18.427,18.777,21.291,25.031,50.0,0.01461,0.03492,0.05194,0,480,312,Normal
C-100447,L-111,21.398,21.684,25.057,30.938,50.0,0.01195,0.04684,0.08168,0,360,192,Normal
C-100448,L-118,19.785,20.676,23.923,29.903,50.0,0.03716,0.04509,0.08306,0,336,168,Normal
C-100449,L-109,18.547,18.345,21.181,23.981,50.0,-0.00843,0.03939,0.03888,0,504,336,Normal
C-100450,L-109,20.611,20.895,23.078,26.067,50.0,0.01181,0.03032,0.04152,0,456,288,Normal
C-100451,L-107,18.27,18.971,21.636,25.816,50.0,0.02921,0.03701,0.05806,0,432,264,Normal
C-100452,L-111,19.757,20.52,21.739,25.013,50.0,0.03181,0.01692,0.04548,0,480,312,Normal
C-100453,L-112,18.879,19.166,22.303,26.61,50.0,0.01196,0.04356,0.05983,0,408,240,Normal
C-100454,L-103,18.463,18.679,21.176,24.372,50.0,0.00903,0.03468,0.04438,0,456,288,Normal
C-100455,L-120,16.223,16.607,18.881,21.859,50.0,0.01597,0.03158,0.04137,0,480,312,Normal
C-100456,L-104,20.087,19.635,22.096,25.679,50.0,-0.01884,0.03418,0.04977,0,456,288,Normal
C-100457,L-112,20.92,21.336,25.228,31.002,50.0,0.01734,0.05406,0.0802,0,360,192,Normal
C-100458,L-107,19.524,19.536,25.191,33.463,50.0,0.00052,0.07853,0.11489,0,288,120,Normal
C-100459,L-118,19.372,19.574,22.161,26.005,50.0,0.00842,0.03593,0.05339,0,456,288,Normal
C-100460,L-113,19.614,20.182,24.694,31.756,50.0,0.02369,0.06266,0.09809,0,312,144,Normal
C-100461,L-101,18.795,19.694,22.558,28.02,50.0,0.03745,0.03977,0.07587,0,360,192,Normal
C-100462,L-101,16.021,16.653,21.635,28.894,50.0,0.02633,0.0692,0.10081,0,288,120,Normal
C-100463,L-105,19.473,20.198,22.94,25.967,50.0,0.03023,0.03808,0.04204,0,456,288,Normal
C-100464,L-117,19.458,19.231,23.265,30.121,50.0,-0.00948,0.05603,0.09522,0,336,168,Normal
C-100465,L-118,21.654,22.462,25.716,30.253,50.0,0.03365,0.0452,0.06301,0,408,240,Normal
C-100466,L-112,19.419,20.344,21.971,25.89,50.0,0.03856,0.0226,0.05443,0,480,312,Normal
C-100467,L-112,20.402,21.423,25.524,31.644,50.0,0.04253,0.05697,0.08499,0,336,168,Normal
C-100468,L-113,18.772,19.271,24.466,33.602,50.0,0.02078,0.07215,0.1269,0,288,120,Normal
C-100469,L-110,19.285,19.608,23.384,29.172,50.0,0.01347,0.05244,0.08039,0,336,168,Normal
C-100470,L-111,15.878,16.513,19.2,22.436,50.0,0.02643,0.03733,0.04494,0,456,288,Normal
C-100471,L-108,19.161,19.725,22.95,27.554,50.0,0.02348,0.04479,0.06395,0,432,264,Normal
C-100472,L-110,21.073,21.462,25.945,32.776,50.0,0.0162,0.06226,0.09488,0,312,144,Normal
C-100473,L-106,18.366,19.068,21.032,25.436,50.0,0.02923,0.02728,0.06116,0,456,288,Normal
C-100474,L-115,17.723,17.532,20.04,23.082,50.0,-0.00795,0.03484,0.04224,0,504,336,Normal
C-100475,L-114,18.293,18.956,21.439,26.226,50.0,0.02763,0.03448,0.06649,0,408,240,Normal
C-100476,L-115,19.833,19.991,25.087,30.924,50.0,0.00662,0.07078,0.08106,0,312,144,Normal
C-100477,L-108,20.349,20.615,23.227,27.464,50.0,0.01108,0.03628,0.05884,0,456,288,Normal
C-100478,L-108,17.229,17.27,20.404,25.932,50.0,0.0017,0.04353,0.07678,0,360,192,Normal
C-100479,L-109,19.215,19.848,27.311,38.251,50.0,0.02637,0.10366,0.15194,0,240,72,Warning
C-100480,L-113,19.609,19.949,22.466,25.444,50.0,0.01414,0.03496,0.04136,0,504,336,Normal
C-100481,L-116,18.669,18.989,20.853,24.284,50.0,0.01334,0.02589,0.04765,0,504,336,Normal
C-100482,L-101,18.986,20.051,24.962,32.25,50.0,0.04434,0.06822,0.10121,0,288,120,Normal
C-100483,L-119,18.419,19.362,23.476,29.866,50.0,0.03927,0.05714,0.08876,0,336,168,Normal
C-100484,L-118,21.312,21.907,24.269,27.471,50.0,0.02479,0.03281,0.04446,0,504,336,Normal
C-100485,L-120,21.19,20.955,23.068,26.758,50.0,-0.00978,0.02934,0.05125,0,504,336,Normal
C-100486,L-106,18.059,18.747,21.346,24.798,50.0,0.02865,0.03609,0.04794,0,456,288,Normal
C-100487,L-110,19.578,19.527,21.339,25.76,50.0,-0.00215,0.02517,0.0614,0,456,288,Normal
C-100488,L-111,22.645,22.686,27.636,35.682,50.0,0.00174,0.06875,0.11174,0,264,96,Warning
C-100489,L-103,19.804,20.426,22.779,27.335,50.0,0.02592,0.03268,0.06328,0,432,264,Normal
C-100490,L-108,16.378,16.675,20.08,25.454,50.0,0.01239,0.04729,0.07464,0,384,216,Normal
C-100491,L-101,18.162,19.073,26.623,37.168,50.0,0.03799,0.10485,0.14646,0,240,72,Warning
C-100492,L-103,18.086,18.938,22.549,28.907,50.0,0.03552,0.05016,0.0883,0,312,144,Normal
C-100493,L-110,18.377,18.336,23.914,32.272,50.0,-0.0017,0.07747,0.11609,0,288,120,Normal
C-100494,L-107,19.839,20.73,26.231,35.699,50.0,0.03709,0.07641,0.1315,0,288,120,Normal
C-100495,L-102,20.77,21.802,26.124,32.783,50.0,0.04301,0.06003,0.09249,0,312,144,Normal
C-100496,L-117,19.31,19.706,21.806,25.696,50.0,0.01648,0.02918,0.05402,0,504,336,Normal
C-100497,L-103,20.175,20.907,23.509,28.191,50.0,0.03049,0.03614,0.06502,0,384,216,Normal
C-100498,L-105,20.165,20.261,22.577,25.967,50.0,0.00401,0.03216,0.04708,0,480,312,Normal
C-100499,L-105,20.73,21.451,25.412,30.866,50.0,0.03006,0.05501,0.07575,0,360,192,Normal
C-100500,L-111,19.481,19.905,22.003,26.383,50.0,0.01766,0.02914,0.06082,0,504,336,Normal
C-100501,L-120,18.56,18.86,21.948,25.704,50.0,0.01253,0.04288,0.05217,0,504,336,Normal
C-100502,L-101,17.294,17.941,21.304,28.155,50.0,0.02696,0.04671,0.09514,0,336,168,Normal
C-100503,L-104,20.257,21.239,27.539,36.858,50.0,0.0409,0.0875,0.12943,0,240,72,Warning
C-100504,L-107,20.363,20.567,23.42,25.75,50.0,0.00847,0.03963,0.03237,0,504,336,Normal
C-100505,L-103,18.526,19.395,24.179,30.821,50.0,0.03621,0.06644,0.09226,0,312,144,Normal
C-100506,L-101,18.355,18.859,21.58,26.733,50.0,0.02099,0.0378,0.07157,0,432,264,Normal
C-100507,L-119,18.427,19.054,20.627,23.671,50.0,0.02615,0.02184,0.04228,0,504,336,Normal
